Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Борщ с помидорами,/recepty/supy/borsch-s-pomidorami-173632,Супы,Русская кухня,Пошаговые рецепты,14,8,2 часа,2,0,3
Тефтели из говяжье-куриного фарша тушеные с помидорами и чесноком в сметанном соусе,/recepty/osnovnye-blyuda/tefteli-iz-govyazhe-kurinogo-farsha-tushenye-s-pomidorami-i-chesnokom-v-smetannom-souse-187260,Основные блюда,Европейская кухня,Пошаговые рецепты,9,10,1 час,1,0,3
Брокколи в сливочно-сырном соусе,/recepty/zakuski/brokkoli-v-slivochnosyrnom-souse-152333,Закуски,Средиземноморская кухня,Пошаговые рецепты,9,3,20 минут,1,0,3
Сливовый соус к мясу на гриле,/recepty/sousy-marinady/slivovij-sous-k-mjasu-na-grile-28503,Соусы и маринады,Итальянская кухня,,11,4,30 минут,2,0,99
Гречневый суп с фасолью,/recepty/supy/grechnevij-sup-s-fasolju-39009,Супы,Европейская кухня,,10,10,30 минут,12,0,99
Яблоки с карамелью или шоколадом,/recepty/vypechka-deserty/jabloki-s-karamelju-ili-shokoladom-44372,Выпечка и десерты,Французская кухня,,3,4,30 минут,1,1,98
Солянка по-мегрельски,/recepty/osnovnye-blyuda/soljanka-po-megrelski-39535,Основные блюда,Европейская кухня,,8,4,1 час,2,0,98
Тайский суп с морепродуктами,/recepty/supy/tajskij-sup-s-moreproduktami-37498,Супы,Тайская кухня,,13,4,20 минут,3,2,98
Солянка по-вегетариански с шампиньонами и адыгейским сыром,/recepty/supy/soljanka-po-vegetarianski-s-shampinonami-i-adigejskim-sirom-45663,Супы,Русская кухня,Вегетарианская еда,20,4,1 час  15 минут,3,1,97
Воздушный рис,/recepty/zakuski/vozdushnij-ris-34299,Закуски,Европейская кухня,,2,4,45 минут,5,5,97
Домашние голубцы,/recepty/osnovnye-blyuda/domashnie-golubci-47356,Основные блюда,Русская кухня,,8,8,1 час  30 минут,2,0,96
Свинина в кляре с кисло-сладким соусом,/recepty/osnovnye-blyuda/svinina-v-klyare-s-kislo-sladkim-sousom-81289,Основные блюда,Китайская кухня,,8,4,20 минут,5,0,96
Суп из белых грибов с чечевицей,/recepty/supy/sup-iz-belih-gribov-s-chechevicej-42405,Супы,Русская кухня,,13,6,30 минут,8,0,96
Борщ красный,/recepty/supy/borshh-krasnij-48449,Супы,Русская кухня,,13,9,3 часа,8,3,95
Спагетти со свининой в пряном соусе,/recepty/osnovnye-blyuda/spagetti-so-svininoj-v-prjanom-souse-51266,Основные блюда,Европейская кухня,,10,2,40 минут,8,2,95
Спагетти из цукини с соусом песто,/recepty/pasta-picca/spagetti-iz-cukini-s-sousom-pesto-33247,Паста и пицца,Итальянская кухня,,9,2,15 минут,7,1,95
Фунчоза (стеклянная лапша) с овощами по-корейски,/recepty/salaty/funchoza-stekljannaja-lapsha-s-ovoshhami-po-korejski-46398,Салаты,Корейская кухня,,7,6,20 минут,2,0,95
Курица с шампиньонами в сливочно-сырном соусе,/recepty/osnovnye-blyuda/kurica-s-shampinonami-v-slivochno-sirnom-souse-51072,Основные блюда,Французская кухня,,10,6,1 час,7,1,95
Курица терияки с виноградным соусом,/recepty/osnovnye-blyuda/kurica-terijaki-s-vinogradnim-sousom-35080,Основные блюда,Японская кухня,,10,4,1 час,6,0,94
Шоколад с карамелью,/recepty/vypechka-deserty/shokolad-s-karamelju-19175,Выпечка и десерты,Датская кухня,,8,10,1 час,3,0,94
Рис с брокколи по-китайски,/recepty/osnovnye-blyuda/ris-s-brokkoli-po-kitajski-40927,Основные блюда,Китайская кухня,,11,2,40 минут,5,0,93
Сырная кесадилья с цукини и чеддером,/recepty/zakuski/sirnaja-kesadilja-s-cukini-i-chedderom-41198,Закуски,Европейская кухня,,7,4,20 минут,4,0,93
Суп с клецками и куриными рулетиками,/recepty/supy/sup-s-kleckami-i-kurinimi-ruletikami-36393,Супы,Польская кухня,,15,6,1 час,5,0,93
Салат из свеклы и зерненого творога,/recepty/salaty/salat-iz-svekli-i-zernenogo-tvoroga-34149,Салаты,Европейская кухня,,6,2,40 минут,2,2,92
Сосиски с картофельным пюре и винным соусом,/recepty/osnovnye-blyuda/sosiski-s-kartofelnim-pjure-vinnim-sousom-19637,Основные блюда,Русская кухня,,10,6,45 минут,8,1,92
"Коктейль из креветок, томатов и оливок",/recepty/zakuski/koktejl-iz-krevetok-tomatov-olivok-21622,Закуски,Постная еда,,13,6,3 часа,3,0,92
Итальянский свадебный суп со шпинатом,/recepty/supy/italjanskij-svadebnij-sup-so-shpinatom-37089,Супы,Итальянская кухня,,15,6,45 минут,4,0,92
Густой суп из курицы со сметаной (Лывжа),/recepty/supy/gustoj-sup-iz-kurici-so-smetanoj-livzha-49910,Супы,Осетинская кухня,,9,6,50 минут,4,1,92
Овощной суп с курицей и курином филе,/recepty/supy/ovoschnoy-sup-s-kuricey-i-kurinom-file-51754,Супы,Низкокалорийная еда,,12,8,2 часа,2,0,92
Спагетти с соусом песто из рукколы и королевскими  креветками,/recepty/pasta-picca/spagetti-s-sousom-pesto-iz-rukkoli-korolevskimi-krevetkami-30388,Паста и пицца,Итальянская кухня,,10,6,30 минут,3,0,92
Печень в сливочном соусе,/recepty/osnovnye-blyuda/pechen-v-slivochnom-souse-93535,Основные блюда,Итальянская кухня,,7,8,1 час,5,3,91
Овсяная каша с инжиром и теплым медовым соусом,/recepty/zavtraki/ovsjanaja-kasha-s-inzhirom-teplim-medovim-sousom-31098,Завтраки,Русская кухня,,8,1,20 минут,3,0,91
Кокосовый манный пудинг с засахаренными миндальными хлопьями,/recepty/vypechka-deserty/kokosovij-mannij-puding-s-zasaharennimi-mindalnimi-hlopjami-31172,Выпечка и десерты,Европейская кухня,,6,1,20 минут,1,2,91
Курица с рисом по-хайнански,/recepty/osnovnye-blyuda/kurica-s-risom-po-hajnanski-30972,Основные блюда,Китайская кухня,,10,6,2 часа,4,0,91
Паста в сливочном соусе c индейкой,/recepty/pasta-picca/pasta-v-slivochnom-souse-c-indejkoj-45758,Паста и пицца,Итальянская кухня,,9,1,1 час,1,0,90
Клубничный джем,/recepty/vypechka-deserty/klubnichnij-dzhem-19895,Выпечка и десерты,Американская кухня,,3,6,1 час  15 минут,2,0,90
"Паста с лососем, цукини и зеленым горошком",/recepty/pasta-picca/pasta-s-lososem-cukini-i-zelenim-goroshkom-39017,Паста и пицца,Итальянская кухня,,10,2,20 минут,2,0,90
Яйца пашот на тостах с красной икрой и рукколой,/recepty/zavtraki/jajca-pashot-na-tostah-s-krasnoj-ikroj-i-rukkoloj-38195,Завтраки,Французская кухня,,4,1,20 минут,7,0,90
Соус а-ля путанеска,/recepty/sousy-marinady/sous-a-lja-putaneska-38482,Соусы и маринады,Европейская кухня,,10,3,20 минут,5,1,90
Спагетти карбонара с беконом и яйцом,/recepty/pasta-picca/spagetti-karbonara-s-bekonom-i-jajcom-42649,Паста и пицца,Итальянская кухня,,9,1,25 минут,4,2,89
Теплый салат из мясного ассорти со свежей зеленью,/recepty/salaty/teplij-salat-iz-mjasnogo-assorti-so-svezhej-zelenju-27175,Салаты,Русская кухня,,13,4,1 час,4,0,89
Макароны с тушенкой по-деревенски,/recepty/osnovnye-blyuda/makaroni-s-tushenkoj-po-derevenski-52894,Основные блюда,Русская кухня,,6,8,40 минут,2,2,89
"Пряный рис с ананасом, чили, имбирем и креветками",/recepty/osnovnye-blyuda/prjanij-ris-s-ananasom-chili-imbirem-i-krevetkami-38389,Основные блюда,Европейская кухня,,8,3,40 минут,7,1,89
"Суп из чечевицы с имбирем, томатами и кинзой",/recepty/supy/sup-iz-chechevicy-s-imbirem-tomatami-i-kinzoy-36643,Супы,Средиземноморская кухня,,13,4,50 минут,1,2,89
Рис с имбирем и ананасами,/recepty/zakuski/ris-s-imbirem-ananasami-27321,Закуски,Европейская кухня,Веганская еда,7,4,15 минут,2,1,89
Куриный суп с говядиной,/recepty/supy/kurinyy-sup-s-govyadinoy-15898,Супы,Русская кухня,,16,6,2 часа  15 минут,5,0,89
Пельмени с королевской вешенкой и пореем,/recepty/osnovnye-blyuda/pelmeni-s-korolevskoj-veshenkoj-poreem-31283,Основные блюда,Русская кухня,Веганская еда,3,4,1 час,1,0,88
Паста карбонара,/recepty/pasta-picca/pasta-karbonara-32196,Паста и пицца,Итальянская кухня,,11,6,35 минут,10,3,186
Спагетти болоньезе с говяжьим фаршем,/recepty/pasta-picca/spagetti-boloneze-s-govjazhim-farshem-29976,Паста и пицца,Итальянская кухня,,7,1,15 минут,3,6,87
Гороховый суп вегетарианский,/recepty/supy/gorohovij-sup-vegitarianskij-46776,Супы,Европейская кухня,,9,6,2 часа  30 минут,6,0,87
Крем шоколадный,/recepty/vypechka-deserty/krem-shokoladnij-38394,Выпечка и десерты,Европейская кухня,,7,4,30 минут,0,1,87
Феттучини с креветками в густом томатно-шафрановом соусе,/recepty/pasta-picca/fettuchini-s-krevetkami-v-gustom-tomatno-shafranovom-souse-21180,Паста и пицца,,,16,3,30 минут,7,1,87
"Тальятелле с каштанами, панчеттой и шалфеем",/recepty/pasta-picca/taljatelle-s-kashtanami-panchettoj-shalfeem-20215,Паста и пицца,Итальянская кухня,,10,4,30 минут,9,0,86
